,Unnamed: 0.1,Unnamed: 0,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
242,242,242,CHUBUT,Languiñeo,Carrenleufú,NO,NO,NO,NO,NO,NO,SI,NO,SI
243,243,243,ENTRE RIOS,Colón,Hocker,NO,NO,NO,NO,SI,NO,NO,NO,NO
244,244,244,CABA,COMUNA 10,MONTE CASTRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
245,245,245,CORDOBA,Río Cuarto,Coronel Moldes,SI,NO,NO,NO,SI,SI,SI,NO,NO
246,246,246,CORDOBA,Río Cuarto,Elena,SI,NO,NO,SI,SI,SI,SI,SI,NO
247,247,247,CORDOBA,Río Cuarto,La Carolina,SI,NO,NO,NO,NO,SI,SI,SI,SI
248,248,248,CORDOBA,Río Cuarto,La Cautiva,NO,NO,NO,NO,SI,NO,SI,NO,NO
249,249,249,CORDOBA,Río Cuarto,La Gilda,NO,NO,NO,NO,NO,NO,NO,NO,NO
250,250,250,CORDOBA,Río Cuarto,Las Acequias,SI,NO,NO,SI,SI,SI,SI,NO,NO
251,251,251,CABA,COMUNA 13,BELGRANO,SI,SI,SI,SI,SI,SI,SI,SI,SI
252,252,252,CHUBUT,Languiñeo,Colan Conhue,NO,NO,NO,NO,NO,NO,SI,SI,SI
253,253,253,CHUBUT,Languiñeo,Paso del Sapo,NO,NO,NO,NO,NO,NO,SI,SI,SI
254,254,254,CHUBUT,Languiñeo,Tecka,NO,NO,NO,NO,NO,NO,SI,NO,SI
255,255,255,CHUBUT,Mártires,El Mirasol,NO,NO,NO,NO,NO,NO,NO,NO,SI
256,256,256,CHUBUT,Mártires,Las Plumas,NO,NO,NO,NO,NO,NO,SI,NO,SI
257,257,257,CHUBUT,Paso de Indios,Cerro Cóndor,NO,SI,NO,NO,NO,NO,SI,NO,SI
258,258,258,CHUBUT,Paso de Indios,Los Altares,NO,NO,NO,NO,NO,NO,SI,SI,SI
259,259,259,CHUBUT,Paso de Indios,Paso de Indios,NO,NO,NO,NO,SI,NO,SI,NO,SI
260,260,260,CHUBUT,Rawson,Playa Magagna,NO,SI,NO,NO,NO,NO,NO,SI,NO
261,261,261,BUENOS AIRES,Bragado,Bragado,SI,SI,SI,SI,SI,SI,SI,SI,NO
262,262,262,BUENOS AIRES,Bragado,Comodoro Py,NO,NO,NO,SI,SI,SI,NO,SI,NO
263,263,263,BUENOS AIRES,Bragado,General O'Brien,SI,NO,NO,SI,SI,SI,SI,SI,NO
264,264,264,BUENOS AIRES,Bragado,Irala,NO,SI,NO,NO,SI,NO,SI,SI,NO
265,265,265,BUENOS AIRES,Bragado,La Limpia,NO,NO,NO,NO,NO,NO,NO,NO,NO
266,266,266,BUENOS AIRES,Bragado,Máximo Fernández (Est. Juan F. Salaberry),NO,NO,NO,NO,NO,NO,NO,NO,NO
267,267,267,BUENOS AIRES,Bragado,Mechita (Est. Mecha),SI,SI,NO,NO,NO,NO,NO,SI,NO
268,268,268,BUENOS AIRES,Bragado,Olascoaga,NO,NO,NO,NO,NO,NO,NO,SI,NO
269,269,269,BUENOS AIRES,Bragado,Warnes,SI,NO,NO,NO,NO,NO,NO,SI,NO
270,270,270,BUENOS AIRES,Brandsen,Altamirano,NO,NO,NO,NO,SI,NO,SI,NO,NO
271,271,271,BUENOS AIRES,Brandsen,Barrio El Mirador,NO,NO,NO,NO,SI,SI,NO,NO,NO
272,272,272,BUENOS AIRES,Brandsen,Barrio Las Golondrinas,NO,NO,NO,NO,SI,SI,NO,NO,NO
273,273,273,BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,NO,NO,NO,NO,NO,NO,NO,NO,NO
274,274,274,BUENOS AIRES,Brandsen,Barrio Parque Las Acacias,NO,NO,NO,NO,NO,NO,NO,NO,NO
275,275,275,BUENOS AIRES,Brandsen,Campos de Roca,NO,NO,NO,NO,SI,SI,NO,NO,NO
276,276,276,BUENOS AIRES,Brandsen,Club de Campo Las Malvinas,NO,NO,NO,NO,NO,NO,NO,NO,NO
277,277,277,ENTRE RIOS,Paraná,Pueblo Moreno,NO,NO,NO,NO,NO,NO,NO,NO,NO
278,278,278,RIO NEGRO,General Roca,Barrio Unión,NO,NO,NO,NO,NO,NO,NO,SI,NO
279,279,279,BUENOS AIRES,Brandsen,Coronel Brandsen,SI,SI,NO,SI,SI,SI,SI,SI,NO
280,280,280,BUENOS AIRES,Brandsen,Gómez,NO,NO,NO,NO,SI,NO,SI,NO,NO
281,281,281,BUENOS AIRES,Brandsen,Jeppener,SI,NO,NO,SI,SI,SI,SI,NO,NO
282,282,282,BUENOS AIRES,Brandsen,Oliden,NO,NO,NO,NO,SI,NO,SI,NO,NO
283,283,283,BUENOS AIRES,Brandsen,Posada de los Lagos,NO,NO,NO,NO,SI,SI,NO,NO,NO
284,284,284,BUENOS AIRES,Brandsen,Samborombón,NO,NO,NO,NO,NO,NO,NO,NO,NO
285,285,285,BUENOS AIRES,Campana,Alto Los Cardales,NO,NO,NO,SI,SI,SI,NO,SI,NO
286,286,286,BUENOS AIRES,Campana,Barrio Los Pioneros,NO,NO,NO,NO,SI,SI,NO,SI,NO
287,287,287,BUENOS AIRES,Campana,Campana,SI,SI,SI,SI,SI,SI,SI,SI,SI
288,288,288,BUENOS AIRES,Campana,Chacras del Río Luján,NO,NO,NO,NO,SI,SI,NO,SI,NO
289,289,289,BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),NO,SI,NO,NO,SI,SI,NO,NO,NO
290,290,290,BUENOS AIRES,General Rodríguez,General Rodríguez,SI,SI,SI,SI,SI,SI,SI,SI,SI
291,291,291,BUENOS AIRES,General San Martín,Barrio Parque General San Martin,NO,NO,SI,SI,SI,NO,SI,SI,NO
292,292,292,BUENOS AIRES,General San Martín,Billinghurst,SI,SI,NO,SI,SI,SI,SI,NO,NO
293,293,293,BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,SI,SI,NO,SI,SI,SI,SI,SI,SI
294,294,294,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,NO,SI,NO,NO,SI,SI,SI,NO,NO
295,295,295,BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,NO,SI,NO,NO,SI,SI,NO,NO,NO
296,296,296,BUENOS AIRES,General San Martín,Villa Ayacucho,NO,SI,NO,SI,SI,SI,NO,NO,NO
297,297,297,BUENOS AIRES,General San Martín,Villa Ballester,SI,SI,SI,SI,SI,SI,SI,SI,NO
298,298,298,BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,NO,SI,NO,SI,SI,SI,NO,NO,NO
299,299,299,BUENOS AIRES,General San Martín,Villa Chacabuco,NO,SI,NO,SI,SI,SI,NO,NO,NO
300,300,300,BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,NO,SI,NO,SI,SI,SI,NO,NO,NO
301,301,301,BUENOS AIRES,General San Martín,Villa General Antonio J. De Sucre,NO,SI,NO,SI,SI,SI,NO,NO,NO
302,302,302,BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,NO,SI,NO,SI,SI,SI,NO,NO,NO
303,303,303,BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,NO,SI,NO,SI,SI,SI,NO,NO,NO
304,304,304,BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,NO,SI,NO,SI,SI,SI,NO,NO,NO
305,305,305,BUENOS AIRES,General San Martín,Villa Godoy Cruz,NO,SI,NO,SI,SI,SI,NO,NO,NO
306,306,306,BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,NO,SI,NO,SI,SI,SI,NO,SI,NO
307,307,307,BUENOS AIRES,General San Martín,Villa Gregoria Matorras,NO,SI,NO,SI,SI,SI,NO,NO,NO
308,308,308,BUENOS AIRES,General San Martín,Villa José León Suarez,SI,SI,NO,SI,SI,SI,SI,SI,NO
309,309,309,BUENOS AIRES,Mercedes,Gowland,NO,NO,NO,SI,SI,SI,NO,SI,NO
310,310,310,BUENOS AIRES,Mercedes,Jorge Born,NO,NO,NO,NO,NO,NO,NO,SI,NO
311,311,311,BUENOS AIRES,Mercedes,Mercedes,SI,SI,SI,SI,SI,SI,SI,SI,SI
312,312,312,BUENOS AIRES,Mercedes,Tomás Jofré,NO,NO,NO,NO,NO,NO,NO,NO,NO
313,313,313,BUENOS AIRES,Merlo,Libertad,SI,SI,SI,SI,SI,SI,SI,SI,SI
314,314,314,BUENOS AIRES,Merlo,Mariano Acosta,SI,SI,NO,SI,SI,SI,SI,SI,NO
315,315,315,BUENOS AIRES,Merlo,Merlo,SI,SI,SI,SI,SI,SI,SI,SI,NO
316,316,316,BUENOS AIRES,Merlo,Pontevedra,SI,SI,SI,SI,SI,SI,SI,SI,NO
317,317,317,BUENOS AIRES,Merlo,San Antonio De Padua,SI,SI,SI,SI,SI,SI,SI,SI,NO
318,318,318,BUENOS AIRES,Monte,Abbott,NO,NO,NO,SI,SI,SI,SI,SI,SI
319,319,319,BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),SI,SI,SI,SI,SI,SI,SI,SI,NO
320,320,320,BUENOS AIRES,Monte,Zenón Videla Dorna,NO,NO,NO,NO,SI,NO,NO,NO,NO
321,321,321,BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,SI,NO,NO,SI,SI,SI,SI,NO,NO
322,322,322,BUENOS AIRES,Monte Hermoso,Monte Hermoso,SI,NO,NO,SI,SI,SI,SI,NO,NO
323,323,323,BUENOS AIRES,Moreno,Cuartel V,NO,SI,SI,SI,SI,SI,SI,SI,NO
324,324,324,BUENOS AIRES,Moreno,Francisco Alvarez,SI,SI,SI,SI,SI,SI,SI,SI,NO
325,325,325,BUENOS AIRES,Tigre,Don Torcuato Este,SI,SI,SI,SI,SI,SI,SI,SI,NO
326,326,326,BUENOS AIRES,Tigre,Don Torcuato Oeste,NO,NO,NO,NO,SI,SI,NO,SI,NO
327,327,327,BUENOS AIRES,Tigre,El Talar,SI,SI,NO,SI,SI,SI,SI,SI,SI
328,328,328,BUENOS AIRES,Tigre,General Pacheco,SI,SI,NO,SI,SI,SI,SI,SI,SI
329,329,329,BUENOS AIRES,Tigre,Los Troncos Del Talar,SI,SI,NO,SI,SI,SI,SI,NO,SI
330,330,330,BUENOS AIRES,Tigre,Nordelta,NO,SI,NO,SI,SI,SI,SI,NO,NO
331,331,331,RIO NEGRO,Ñorquincó,Mamuel Choique,NO,NO,NO,SI,NO,NO,SI,NO,NO
332,332,332,RIO NEGRO,Ñorquincó,Ñorquincó,NO,NO,NO,NO,NO,NO,SI,NO,SI
333,333,333,RIO NEGRO,Ñorquincó,Ojos de Agua,NO,NO,NO,NO,NO,NO,SI,NO,NO
334,334,334,BUENOS AIRES,Tigre,Ricardo Rojas,SI,SI,NO,SI,SI,SI,SI,NO,NO
335,335,335,BUENOS AIRES,Tigre,Rincón de Milberg,SI,SI,NO,SI,SI,SI,SI,SI,NO
336,336,336,BUENOS AIRES,Tigre,Tigre,SI,SI,NO,SI,SI,SI,SI,SI,SI
337,337,337,BUENOS AIRES,Tordillo,General Conesa,SI,SI,NO,NO,SI,SI,SI,SI,NO
338,338,338,BUENOS AIRES,Tordillo,Villa Roch,NO,NO,NO,NO,SI,SI,NO,SI,NO
339,339,339,BUENOS AIRES,Tornquist,Chasicó,NO,NO,NO,NO,NO,NO,SI,NO,NO
340,340,340,BUENOS AIRES,Tornquist,Saldungaray,SI,NO,NO,NO,SI,SI,SI,NO,NO
341,341,341,BUENOS AIRES,Tornquist,Sierra de la Ventana,NO,SI,NO,SI,SI,SI,SI,NO,NO
342,342,342,RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),NO,NO,NO,NO,NO,NO,SI,NO,SI
343,343,343,RIO NEGRO,Pichi Mahuida,Barrio Esperanza,NO,NO,NO,SI,NO,NO,NO,NO,NO
344,344,344,BUENOS AIRES,Cañuelas,Alejandro Petión,SI,SI,SI,NO,SI,SI,SI,SI,NO
345,345,345,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,NO,NO,NO,NO,SI,SI,NO,SI,NO
346,346,346,BUENOS AIRES,Cañuelas,Barrio El Taladro,NO,NO,NO,NO,SI,NO,NO,SI,NO
347,347,347,BUENOS AIRES,Cañuelas,Cañuelas,SI,SI,SI,SI,SI,SI,SI,SI,SI
348,348,348,BUENOS AIRES,Cañuelas,Gobernador Udaondo,NO,NO,NO,NO,SI,NO,NO,SI,NO
349,349,349,BUENOS AIRES,Cañuelas,Máximo Paz,NO,SI,NO,SI,NO,NO,NO,SI,NO
350,350,350,BUENOS AIRES,Cañuelas,Santa Rosa,NO,NO,NO,NO,SI,SI,NO,SI,SI
351,351,351,BUENOS AIRES,Cañuelas,Uribelarrea,SI,NO,NO,SI,SI,SI,SI,SI,NO
352,352,352,BUENOS AIRES,Cañuelas,Vicente Casares,SI,NO,SI,NO,SI,SI,SI,SI,NO
353,353,353,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,SI,SI,NO,SI,SI,SI,SI,SI,NO
354,354,354,BUENOS AIRES,Capitán Sarmiento,La Luisa,NO,NO,NO,NO,NO,NO,NO,SI,NO
355,355,355,BUENOS AIRES,Carlos Casares,Bellocq,NO,NO,SI,NO,NO,NO,SI,NO,NO
356,356,356,BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,NO,SI,NO,SI,SI,SI,NO,NO,NO
357,357,357,BUENOS AIRES,General San Martín,Villa Libertad,NO,SI,NO,SI,SI,SI,NO,NO,NO
358,358,358,BUENOS AIRES,General San Martín,Villa Lynch,SI,SI,NO,SI,SI,SI,SI,NO,NO
359,359,359,BUENOS AIRES,General San Martín,Villa Maipu,SI,SI,NO,SI,SI,SI,SI,SI,NO
360,360,360,BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,NO,SI,NO,SI,SI,SI,NO,NO,NO
361,361,361,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,NO,SI,NO,SI,SI,SI,NO,NO,NO
362,362,362,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,NO,SI,NO,SI,SI,SI,NO,NO,NO
363,363,363,BUENOS AIRES,General San Martín,Villa San Andrés,SI,SI,NO,SI,SI,SI,SI,SI,NO
364,364,364,BUENOS AIRES,General San Martín,Villa Yapeyú,NO,SI,NO,SI,SI,SI,NO,NO,NO
365,365,365,BUENOS AIRES,General Viamonte,Baigorrita,SI,NO,NO,NO,SI,NO,SI,SI,NO
366,366,366,BUENOS AIRES,General Viamonte,La Delfina,NO,NO,NO,NO,NO,NO,NO,NO,NO
367,367,367,BUENOS AIRES,Moreno,La Reja,SI,SI,SI,SI,SI,SI,SI,SI,SI
368,368,368,BUENOS AIRES,Moreno,Moreno,SI,SI,SI,SI,SI,SI,SI,SI,SI
369,369,369,BUENOS AIRES,Moreno,Paso Del Rey,NO,SI,NO,SI,SI,SI,SI,SI,SI
370,370,370,BUENOS AIRES,Moreno,Trujui,SI,SI,SI,SI,SI,SI,SI,SI,NO
371,371,371,BUENOS AIRES,Morón,Castelar,SI,SI,NO,SI,SI,SI,SI,SI,NO
372,372,372,BUENOS AIRES,Morón,El Palomar,SI,SI,SI,SI,SI,SI,SI,SI,SI
373,373,373,BUENOS AIRES,Tornquist,Tornquist,SI,SI,NO,SI,SI,SI,SI,NO,SI
374,374,374,BUENOS AIRES,Tornquist,Tres Picos,NO,NO,NO,NO,SI,NO,NO,NO,NO
375,375,375,BUENOS AIRES,Tornquist,Villa Serrana La Gruta,NO,SI,NO,NO,NO,NO,NO,NO,NO
376,376,376,BUENOS AIRES,Tornquist,Villa Ventana,SI,NO,NO,NO,SI,NO,SI,NO,NO
377,377,377,BUENOS AIRES,Trenque Lauquen,30 de Agosto,NO,SI,NO,SI,SI,SI,SI,NO,NO
378,378,378,BUENOS AIRES,Trenque Lauquen,Berutti,NO,NO,NO,SI,SI,SI,SI,NO,NO
379,379,379,BUENOS AIRES,Trenque Lauquen,Girodias,SI,NO,NO,NO,NO,NO,SI,SI,NO
380,380,380,BUENOS AIRES,Trenque Lauquen,La Carreta,NO,NO,NO,NO,NO,NO,NO,SI,NO
381,381,381,BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,SI,SI,SI,SI,SI,SI,SI,SI,SI
382,382,382,BUENOS AIRES,Trenque Lauquen,Trongé,NO,NO,NO,NO,NO,NO,NO,SI,NO
383,383,383,BUENOS AIRES,Tres Arroyos,Balneario Orense,NO,NO,NO,NO,SI,SI,NO,NO,NO
384,384,384,JUJUY,San Antonio,Los Alisos,SI,NO,NO,NO,NO,NO,NO,NO,NO
385,385,385,CABA,COMUNA 01,MONSERRAT,SI,SI,SI,SI,SI,SI,SI,SI,SI
386,386,386,CORDOBA,Calamuchita,La Cumbrecita,NO,NO,NO,NO,SI,SI,NO,SI,NO
387,387,387,CORDOBA,Calamuchita,Las Bajadas,NO,NO,NO,NO,SI,NO,NO,SI,NO
388,388,388,CORDOBA,Calamuchita,Las Caleras,NO,NO,NO,NO,NO,NO,SI,SI,NO
389,389,389,CORDOBA,Calamuchita,Los Cóndores,SI,NO,NO,NO,SI,SI,SI,SI,SI
390,390,390,CORDOBA,Calamuchita,Los Molinos,NO,NO,NO,NO,NO,NO,NO,SI,NO
391,391,391,CORDOBA,Calamuchita,Los Reartes,SI,NO,NO,SI,SI,SI,SI,SI,SI
392,392,392,CABA,COMUNA 06,CABALLITO,SI,SI,SI,SI,SI,SI,SI,SI,SI
393,393,393,CORDOBA,Río Primero,La Puerta,NO,NO,NO,SI,SI,SI,SI,SI,NO
394,394,394,CORDOBA,Río Primero,La Quinta,NO,NO,NO,NO,NO,NO,NO,SI,NO
395,395,395,CORDOBA,Río Primero,Las Gramillas,NO,NO,NO,NO,SI,NO,SI,NO,NO
396,396,396,CORDOBA,Río Primero,Las Saladas,NO,NO,NO,NO,NO,NO,SI,NO,NO
397,397,397,CORDOBA,Río Primero,Maquinista Gallini,NO,NO,NO,NO,NO,NO,NO,NO,NO
398,398,398,CORDOBA,Río Primero,Monte del Rosario,NO,NO,NO,NO,NO,NO,NO,NO,NO
399,399,399,CORDOBA,Río Primero,Montecristo,SI,NO,NO,SI,SI,SI,SI,SI,SI
400,400,400,CORDOBA,Río Primero,Obispo Trejo,NO,NO,NO,NO,SI,SI,NO,NO,NO
401,401,401,CABA,COMUNA 10,VILLA LURO,SI,SI,SI,SI,SI,SI,SI,SI,SI
402,402,402,CORDOBA,Totoral,Sinsacate,SI,NO,NO,SI,SI,SI,SI,SI,NO
403,403,403,CORDOBA,Totoral,Villa del Totoral,SI,NO,NO,SI,SI,SI,SI,SI,NO
404,404,404,CORDOBA,Tulumba,Cerro Colorado,NO,NO,NO,NO,NO,NO,NO,NO,NO
405,405,405,CORDOBA,Tulumba,Churqui Cañada,NO,NO,NO,NO,NO,NO,NO,NO,NO
406,406,406,CORDOBA,Tulumba,El Rodeo,NO,NO,NO,NO,NO,NO,NO,NO,NO
407,407,407,CORDOBA,Tulumba,El Tuscal,NO,NO,NO,NO,NO,NO,NO,NO,NO
408,408,408,CORDOBA,Tulumba,Las Arrias,SI,NO,NO,NO,SI,SI,SI,NO,NO
409,409,409,CABA,COMUNA 14,PALERMO,SI,SI,SI,SI,SI,SI,SI,SI,SI
410,410,410,ENTRE RIOS,Diamante,Aldea Valle María,NO,NO,NO,SI,SI,NO,SI,SI,NO
411,411,411,ENTRE RIOS,Diamante,Colonia Ensayo,NO,NO,NO,NO,NO,NO,SI,SI,NO
412,412,412,ENTRE RIOS,Diamante,Costa Grande,NO,NO,NO,NO,NO,NO,NO,NO,NO
413,413,413,ENTRE RIOS,Diamante,Diamante,SI,SI,NO,NO,SI,SI,SI,SI,NO
414,414,414,ENTRE RIOS,Diamante,Estación Camps,NO,NO,NO,NO,NO,NO,SI,SI,NO
415,415,415,ENTRE RIOS,Diamante,Estacion Puiggari,NO,NO,NO,NO,NO,NO,NO,NO,NO
416,416,416,ENTRE RIOS,Diamante,General Alvear,NO,NO,NO,NO,SI,NO,SI,SI,NO
417,417,417,ENTRE RIOS,Diamante,General Racedo,NO,NO,NO,NO,SI,NO,SI,SI,NO
418,418,418,FORMOSA,Formosa,Formosa,SI,SI,NO,SI,SI,SI,SI,SI,SI
419,419,419,FORMOSA,Formosa,Gran Guardia,NO,NO,NO,NO,SI,NO,SI,SI,NO
420,420,420,FORMOSA,Formosa,Mariano Boedo,NO,NO,NO,NO,NO,NO,NO,SI,NO
421,421,421,FORMOSA,Formosa,Mojón de Fierro,NO,NO,NO,NO,SI,SI,NO,SI,SI
422,422,422,FORMOSA,Formosa,San Hilario,NO,NO,NO,NO,SI,NO,NO,SI,SI
423,423,423,FORMOSA,Formosa,Villa del Carmen,NO,NO,NO,SI,SI,SI,NO,SI,SI
424,424,424,FORMOSA,Formosa,Villa Trinidad,NO,NO,NO,NO,NO,NO,NO,NO,NO
425,425,425,FORMOSA,Laishi,Banco Payaguá,NO,NO,NO,NO,NO,NO,NO,SI,NO
426,426,426,FORMOSA,Laishi,General Lucio Victorio Mansilla,SI,NO,NO,NO,SI,NO,SI,SI,SI
427,427,427,FORMOSA,Laishi,Herradura,NO,NO,NO,NO,SI,NO,SI,SI,NO
428,428,428,FORMOSA,Laishi,San Francisco de Laishi,NO,NO,NO,NO,SI,SI,SI,SI,SI
429,429,429,FORMOSA,Laishi,Tatané,NO,NO,NO,NO,SI,NO,NO,SI,NO
430,430,430,FORMOSA,Laishi,Villa Escolar,NO,NO,NO,NO,NO,NO,NO,SI,NO
431,431,431,LA PAMPA,Quemú Quemú,Quemú Quemú,NO,NO,SI,SI,SI,SI,SI,SI,SI
432,432,432,LA PAMPA,Quemú Quemú,Relmo,NO,NO,NO,NO,NO,SI,NO,NO,NO
433,433,433,LA PAMPA,Quemú Quemú,Villa Mirasol,NO,NO,NO,NO,NO,NO,SI,SI,NO
434,434,434,LA PAMPA,Rancul,Caleufú,NO,SI,NO,SI,SI,NO,SI,NO,SI
435,435,435,LA PAMPA,Rancul,Ingeniero Foster,NO,NO,NO,NO,NO,NO,NO,NO,NO
436,436,436,LA PAMPA,Rancul,La Maruja,NO,SI,NO,NO,NO,NO,SI,NO,SI
437,437,437,LA PAMPA,Rancul,Parera,NO,NO,NO,SI,SI,SI,SI,SI,SI
438,438,438,LA PAMPA,Rancul,Pichi Huinca,NO,NO,NO,SI,NO,NO,SI,NO,NO
439,439,439,LA PAMPA,Rancul,Quetrequén,NO,NO,NO,SI,NO,NO,SI,SI,SI
440,440,440,LA PAMPA,Rancul,Rancul,NO,NO,NO,SI,SI,NO,SI,SI,SI
441,441,441,LA PAMPA,Realicó,Adolfo Van Praet,NO,SI,NO,NO,NO,NO,SI,SI,SI
442,442,442,LA PAMPA,Realicó,Alta Italia,NO,NO,NO,NO,NO,NO,SI,SI,SI
443,443,443,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),NO,NO,NO,SI,NO,NO,SI,SI,NO
444,444,444,MENDOZA,General Alvear,Bowen,NO,SI,SI,NO,SI,SI,SI,SI,SI
445,445,445,MENDOZA,General Alvear,Carmensa,NO,NO,NO,NO,SI,NO,SI,SI,NO
446,446,446,MENDOZA,General Alvear,General Alvear,SI,SI,SI,SI,SI,SI,SI,SI,NO
447,447,447,MENDOZA,General Alvear,Los Compartos,NO,NO,NO,NO,SI,SI,NO,NO,NO
448,448,448,MENDOZA,Godoy Cruz,Gobernador Benegas,NO,NO,NO,SI,SI,SI,NO,NO,NO
449,449,449,MENDOZA,Godoy Cruz,Godoy Cruz,SI,SI,SI,SI,SI,SI,SI,SI,SI
450,450,450,MENDOZA,Godoy Cruz,LAS TORTUGAS,NO,NO,NO,SI,SI,SI,NO,NO,NO
451,451,451,MENDOZA,Godoy Cruz,Presidente Sarmiento,NO,NO,NO,NO,NO,NO,NO,NO,NO
452,452,452,MENDOZA,Godoy Cruz,SAN FRANCISCO DEL MONTE,NO,NO,NO,SI,SI,SI,NO,NO,NO
453,453,453,MENDOZA,Godoy Cruz,Villa Hipodromo,NO,NO,NO,SI,SI,SI,NO,NO,NO
454,454,454,MENDOZA,Godoy Cruz,Villa Marini,NO,NO,NO,NO,SI,SI,NO,NO,NO
455,455,455,SALTA,Grl. José de San Martín,Pacará,NO,NO,NO,NO,NO,NO,NO,NO,NO
456,456,456,MENDOZA,Malargüe,Malargüe,NO,SI,NO,SI,SI,SI,SI,SI,SI
457,457,457,MENDOZA,Rivadavia,Andrade,NO,NO,NO,NO,NO,NO,NO,SI,NO
458,458,458,MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,NO,NO,NO,NO,SI,NO,NO,SI,NO
459,459,459,MENDOZA,Rivadavia,Barrio Rivadavia,NO,NO,NO,NO,NO,NO,NO,SI,NO
460,460,460,MENDOZA,Rivadavia,Cuadro Ortega,NO,NO,NO,NO,NO,SI,NO,NO,NO
461,461,461,MENDOZA,Rivadavia,El Mirador,NO,NO,NO,SI,NO,NO,NO,SI,NO
462,462,462,MENDOZA,Rivadavia,La Central,NO,NO,NO,NO,SI,SI,NO,SI,NO
463,463,463,MENDOZA,Rivadavia,La Esperanza,NO,NO,NO,NO,NO,NO,NO,SI,NO
464,464,464,MENDOZA,Rivadavia,La Florida,NO,NO,NO,NO,NO,NO,NO,SI,NO
465,465,465,MENDOZA,Rivadavia,La Libertad,NO,NO,NO,NO,NO,NO,NO,SI,NO
466,466,466,MENDOZA,Rivadavia,Los Árboles,NO,NO,NO,NO,NO,NO,NO,SI,NO
467,467,467,MENDOZA,Rivadavia,Los Campamentos,NO,NO,NO,NO,SI,NO,SI,SI,NO
468,468,468,MENDOZA,Rivadavia,Medrano,NO,NO,SI,NO,SI,SI,SI,SI,NO
469,469,469,MENDOZA,Rivadavia,Mundo Nuevo,NO,NO,NO,NO,SI,SI,NO,SI,NO
470,470,470,MENDOZA,Rivadavia,Reducción de Abajo,NO,NO,NO,NO,NO,NO,SI,SI,NO
471,471,471,MENDOZA,Rivadavia,Rivadavia,SI,NO,SI,SI,SI,SI,SI,SI,SI
472,472,472,MENDOZA,Rivadavia,Santa María de Oro,NO,NO,NO,NO,NO,NO,NO,SI,NO
473,473,473,MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,NO,NO,NO,SI,SI,NO,SI,NO,NO
474,474,474,MISIONES,General Manuel Belgrano,Caburei,NO,NO,NO,NO,NO,NO,NO,NO,NO
475,475,475,MISIONES,General Manuel Belgrano,Dos Hermanas,NO,NO,NO,NO,SI,NO,NO,NO,NO
476,476,476,MISIONES,General Manuel Belgrano,Integración,NO,NO,NO,NO,NO,NO,SI,NO,NO
477,477,477,MISIONES,General Manuel Belgrano,Piñalito Norte,NO,NO,NO,NO,SI,NO,NO,NO,NO
478,478,478,MISIONES,General Manuel Belgrano,Puerto Andresito,NO,NO,NO,NO,NO,NO,NO,NO,NO
479,479,479,MISIONES,General Manuel Belgrano,Puerto Deseado,NO,NO,NO,NO,NO,NO,NO,NO,NO
480,480,480,MISIONES,General Manuel Belgrano,San Antonio,NO,NO,NO,NO,SI,SI,SI,NO,NO
481,481,481,MISIONES,Guaraní,El Soberbio,NO,NO,NO,NO,SI,NO,SI,SI,SI
482,482,482,MISIONES,Guaraní,Fracrán,NO,NO,NO,NO,SI,SI,NO,SI,NO
483,483,483,MISIONES,Guaraní,San Vicente,NO,NO,NO,SI,SI,SI,SI,SI,NO
484,484,484,MISIONES,Iguazú,Esperanza,SI,SI,NO,SI,SI,SI,SI,SI,NO
485,485,485,MISIONES,Iguazú,Libertad,SI,NO,NO,NO,SI,SI,SI,NO,NO
486,486,486,MISIONES,Iguazú,Puerto Iguazú,SI,SI,NO,SI,SI,SI,SI,NO,SI
